,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
100,egvekinot,49,RU,1602430245,95,66.32,-179.17,-3.17,7.89
115,fort nelson,75,CA,1602430249,95,58.81,-122.7,1.0,1.5
37,yellowknife,90,CA,1602430197,95,62.46,-114.35,1.67,5.1
354,yeniseysk,86,RU,1602430302,95,58.45,92.17,-4.38,0.47
25,pevek,98,RU,1602430229,95,69.7,170.31,-2.13,1.98
474,noyabrsk,100,RU,1602430332,95,63.2,75.45,0.66,6.64
247,nivala,100,FI,1602430279,95,63.92,24.97,7.78,1.79
101,chokurdakh,53,RU,1602430246,95,70.63,147.92,-8.2,1.61
76,cherskiy,18,RU,1602430241,94,68.75,161.3,-7.43,3.76
130,shimanovsk,99,RU,1602430253,94,52.0,127.7,1.69,5.64
103,mahebourg,75,MU,1602430246,94,-20.41,57.7,24.0,4.1
8,puerto princesa,75,PH,1602430225,94,9.74,118.74,25.0,2.1
409,dillon,90,US,1602429893,94,34.42,-79.37,25.0,1.5
175,avarua,88,CK,1602430263,94,-21.21,-159.78,22.0,2.1
269,kuching,40,MY,1602430039,94,1.55,110.33,25.0,0.5
161,tiksi,46,RU,1602430260,94,71.69,128.87,-11.11,4.15
109,bambous virieux,75,MU,1602430247,94,-20.34,57.76,25.0,4.1
465,severo-yeniseyskiy,98,RU,1602430329,94,60.37,93.04,-7.84,1.16
34,souillac,75,MU,1602430231,94,-20.52,57.52,24.0,4.1
214,esperance,0,AU,1602430271,93,-33.87,121.9,10.0,1.5
202,caravelas,100,BR,1602430269,93,-17.71,-39.25,21.88,4.83
94,kaitangata,50,NZ,1602430244,93,-46.28,169.85,9.6,3.24
181,thompson,75,CA,1602430081,93,55.74,-97.86,3.0,2.1
338,umba,96,RU,1602430298,93,66.69,34.34,6.34,1.8
194,avesta,90,SE,1602430267,93,60.15,16.17,6.11,3.1
226,qaqortoq,75,GL,1602430274,93,60.72,-46.03,4.0,1.0
381,xiaoshi,99,CN,1602430307,93,41.3,124.12,6.0,1.46
432,half moon bay,40,US,1602430320,93,37.46,-122.43,16.11,1.87
318,leeton,58,AU,1602430294,93,-34.57,146.4,8.0,1.8
90,mar del plata,90,AR,1602430163,93,-38.0,-57.56,12.0,6.2
374,ucluelet,90,CA,1602430305,93,48.93,-125.55,9.44,4.1
476,carlsbad,1,US,1602430073,93,33.16,-117.35,18.89,1.47
259,gold coast,40,AU,1602430227,93,-28.0,153.43,18.33,2.05
310,kachug,72,RU,1602430292,93,53.96,105.88,-4.24,2.69
56,necochea,100,AR,1602430236,93,-38.55,-58.74,12.78,3.58
152,hofn,90,IS,1602430258,93,64.25,-15.21,8.0,6.2
355,logan lake,20,CA,1602430302,93,50.5,-120.8,3.0,1.0
155,thalgau,75,AT,1602430258,93,47.83,13.25,6.67,1.5
142,mortka,78,RU,1602430256,93,59.33,66.02,6.6,3.19
234,sitka,90,US,1602430276,93,57.05,-135.33,7.0,4.6
22,mount gambier,39,AU,1602430228,93,-37.83,140.77,9.0,3.6
308,kajaani,90,FI,1602430291,93,64.23,27.73,9.0,2.6
309,veseloyarsk,100,RU,1602430292,92,51.28,81.11,5.76,4.68
361,talnakh,75,RU,1602430303,92,69.49,88.4,-5.0,11.0
468,clyde river,90,CA,1602430330,92,70.47,-68.59,-1.0,5.1
190,airai,74,TL,1602430266,92,-8.93,125.41,15.58,1.56
274,codrington,1,AU,1602430284,92,-38.27,141.97,6.96,3.3
455,mananara,74,MG,1602430327,91,-16.17,49.77,24.05,1.67
10,mataura,83,NZ,1602430226,91,-46.19,168.86,11.67,4.92
40,tuatapere,95,NZ,1602430232,91,-46.13,167.68,11.67,4.92
463,sambava,34,MG,1602430329,91,-14.27,50.17,24.54,2.96
167,shimoda,5,JP,1602430261,91,34.67,138.95,18.33,0.45
135,nabire,100,ID,1602430254,91,-3.37,135.48,24.45,1.81
91,bluff,84,NZ,1602430244,91,-46.6,168.33,11.67,4.92
285,onega,100,RU,1602430286,91,63.91,38.14,8.49,1.51
329,nagorsk,100,RU,1602430296,91,59.32,50.81,8.18,2.21
86,tura,76,IN,1602430243,91,25.52,90.22,23.69,0.57
50,shakiso,36,ET,1602430235,91,5.75,38.92,15.8,1.48
68,provideniya,100,RU,1602430239,91,64.38,-173.3,1.14,3.57
20,yakeshi,82,CN,1602430228,90,49.28,120.73,-1.93,5.69
2,bengkulu,100,ID,1602430224,90,-3.8,102.27,24.36,1.61
228,phulabani,16,IN,1602430274,90,20.47,84.23,23.06,1.47
106,dingle,100,PH,1602430247,90,11.0,122.67,24.35,0.95
371,kirs,100,RU,1602430305,90,59.34,52.24,8.57,2.17
201,suntar,80,RU,1602430268,90,62.14,117.63,-5.1,0.82
390,ilulissat,37,GL,1602430012,90,69.22,-51.1,5.0,6.2
117,te anau,97,NZ,1602430249,90,-45.42,167.72,8.19,0.91
462,bekwai,80,GH,1602430329,89,6.45,-1.58,26.49,2.02
122,vao,78,NC,1602430250,89,-22.67,167.48,23.09,4.35
344,deori,0,IN,1602430299,89,21.45,82.62,25.07,1.26
477,traralgon,29,AU,1602430333,89,-38.18,146.53,7.22,0.36
352,haimen,81,CN,1602429898,88,23.19,116.61,23.0,2.0
38,georgetown,20,MY,1602430213,88,5.41,100.34,27.0,2.1
431,samarai,34,PG,1602430320,88,-10.62,150.67,26.04,3.82
319,poronaysk,100,RU,1602430294,88,49.22,143.12,10.73,6.58
357,dimbokro,47,CI,1602430302,88,6.65,-4.7,26.92,2.68
251,madang,94,PG,1602430280,88,-5.22,145.8,25.36,0.57
64,iqaluit,40,CA,1602430238,88,63.75,-68.51,3.0,8.2
250,erattupetta,75,IN,1602430279,88,9.7,76.78,27.0,1.5
43,vaini,40,TO,1602430233,88,-21.2,-175.2,21.0,2.6
62,ostrovnoy,19,RU,1602430238,88,68.05,39.51,6.9,5.14
180,nishihara,75,JP,1602430263,88,26.18,127.76,26.0,3.1
54,katsuura,75,JP,1602430236,88,35.13,140.3,20.0,6.2
368,srednekolymsk,12,RU,1602430304,87,67.45,153.68,-5.0,1.29
442,vestmannaeyjar,90,IS,1602430323,87,63.44,-20.27,8.0,6.2
140,haines junction,100,CA,1602430255,87,60.75,-137.51,1.7,0.37
3,hobart,75,AU,1602430115,87,-42.88,147.33,8.0,2.6
123,ukiah,1,US,1602430251,87,39.15,-123.21,10.0,1.16
89,prince rupert,90,CA,1602430203,87,54.32,-130.32,8.0,4.6
148,lavrentiya,66,RU,1602430257,87,65.58,-171.0,1.74,5.56
81,grindavik,90,IS,1602430242,87,63.84,-22.43,8.0,2.6
92,otradnoye,90,RU,1602430244,87,59.78,30.82,13.0,2.0
93,nelson bay,0,AU,1602429895,87,-32.72,152.15,13.33,0.81
295,vardo,75,NO,1602430289,87,70.37,31.11,7.0,7.2
305,arvika,100,SE,1602429895,87,59.66,12.59,8.0,2.1
401,portland,90,US,1602430158,87,45.52,-122.68,13.0,4.1
198,nikolskoye,90,RU,1602430268,87,59.7,30.79,13.0,2.0
419,providencia,28,MX,1602430317,86,28.72,-111.58,26.11,1.34
55,asau,92,RO,1602429672,86,46.43,26.4,16.67,1.3
249,altamont,1,US,1602430279,86,42.21,-121.74,1.67,2.1
26,tasiilaq,75,GL,1602430229,86,65.61,-37.64,3.0,8.7
157,klamath falls,1,US,1602430259,86,42.22,-121.78,1.67,2.1
18,aklavik,90,CA,1602430227,86,68.22,-135.01,-2.0,8.2
399,slave lake,90,CA,1602430311,86,55.28,-114.77,4.0,13.4
343,panlaitan,100,PH,1602430299,86,12.12,119.85,26.29,1.91
168,marawi,100,PH,1602430261,86,8.0,124.29,25.0,1.79
165,bubaque,25,GW,1602430260,85,11.28,-15.83,27.68,6.85
45,qaanaaq,50,GL,1602430234,85,77.48,-69.36,-0.01,2.94
60,vikhorevka,79,RU,1602430237,85,56.12,101.16,-4.0,4.0
398,sembe,76,CG,1602430311,85,1.65,14.58,25.59,0.33
171,nemuro,100,JP,1602430262,85,43.32,145.57,13.17,5.72
49,fairbanks,1,US,1602430235,85,64.84,-147.72,-2.0,2.58
217,nanortalik,100,GL,1602430272,84,60.14,-45.24,3.92,4.38
209,kholtoson,62,RU,1602430270,84,50.3,103.31,-3.52,2.83
229,mnogovershinnyy,100,RU,1602430274,84,53.94,139.92,6.37,1.9
375,sampit,92,ID,1602430305,84,-2.53,112.95,25.2,1.62
470,narasannapeta,38,IN,1602430331,84,18.42,84.05,26.54,3.76
13,new norfolk,15,AU,1602430226,83,-42.78,147.06,6.11,1.27
170,alyangula,0,AU,1602430262,83,-13.85,136.42,25.0,1.0
164,lyuban,100,BY,1602430260,83,52.8,28.0,13.63,2.01
464,port-gentil,90,GA,1602429875,83,-0.72,8.78,27.0,4.1
44,sola,75,VU,1602430233,83,-13.88,167.55,28.0,3.1
212,itoman,40,JP,1602430271,83,26.12,127.67,26.0,3.1
150,saint-philippe,40,RE,1602430257,83,-21.36,55.77,24.0,3.6
196,isangel,36,VU,1602430267,83,-19.55,169.27,24.43,6.15
11,srivardhan,100,IN,1602429891,83,18.03,73.02,27.11,1.33
473,sorong,79,ID,1602430332,83,-0.88,131.25,26.53,3.27
423,acapulco,90,MX,1602430318,83,16.86,-99.89,27.0,1.6
261,port blair,100,IN,1602430130,83,11.67,92.75,27.48,6.49
236,cabo san lucas,5,MX,1602430224,83,22.89,-109.91,27.22,4.6
467,kastamonu,0,TR,1602430330,82,41.5,33.67,13.48,1.82
218,coquimbo,75,CL,1602430272,82,-29.95,-71.34,14.0,5.1
31,basco,99,PH,1602430230,82,20.45,121.97,28.44,8.88
1,carnarvon,0,AU,1602430224,82,-24.87,113.63,19.0,8.7
283,kalynivka,40,UA,1602430286,82,49.45,28.53,16.0,3.0
282,rongcheng,0,CN,1602430286,82,30.63,117.85,16.98,0.93
383,rodney,75,CA,1602430307,82,42.57,-81.68,13.0,7.2
245,merauke,56,ID,1602429852,82,-8.47,140.33,25.76,6.81
267,amurzet,38,RU,1602430283,82,47.7,131.1,5.31,4.42
231,olafsvik,96,IS,1602430275,81,64.89,-23.71,7.51,4.07
187,tromso,90,NO,1602430265,81,69.65,18.96,7.0,1.0
278,huilong,0,CN,1602430285,81,31.81,121.66,20.0,2.48
298,klaksvik,100,FO,1602430289,81,62.23,-6.59,7.0,1.0
273,sonamura,2,IN,1602430284,81,23.47,91.27,26.89,0.87
359,vestmanna,100,FO,1602430302,81,62.16,-7.17,7.0,1.0
472,nichinan,90,JP,1602430332,81,31.6,131.37,21.86,1.61
422,fare,21,PF,1602430317,81,-16.7,-151.02,26.03,8.17
260,sabang,98,ID,1602430282,81,5.89,95.32,27.42,8.69
406,altay,100,CN,1602430313,81,47.87,88.12,0.33,0.83
339,buala,82,SB,1602430298,81,-8.14,159.59,27.15,3.3
416,villefontaine,75,FR,1602430316,81,45.61,5.15,11.0,7.2
136,lorengau,100,PG,1602430254,80,-2.02,147.27,27.44,3.8
426,darhan,25,MN,1602430318,80,49.49,105.92,-0.46,3.04
447,mayumba,54,GA,1602430325,80,-3.43,10.66,25.51,4.19
46,hithadhoo,100,MV,1602430234,80,-0.6,73.08,27.84,6.11
300,hovd,84,MN,1602430290,80,48.01,91.64,0.62,0.95
41,kavieng,95,PG,1602430233,80,-2.57,150.8,27.65,4.93
21,rikitea,0,PF,1602430228,80,-23.12,-134.97,22.9,6.41
252,henties bay,4,NA,1602429910,80,-22.12,14.28,15.0,1.34
225,grand gaube,8,MU,1602430274,79,-20.01,57.66,25.0,2.24
53,victoria,29,HK,1602430220,79,22.29,114.16,27.22,0.45
208,high rock,75,BS,1602430270,79,26.62,-78.28,31.0,5.1
458,sumbe,40,AO,1602430328,79,-11.21,13.84,23.4,4.48
118,lagoa,20,PT,1602430249,79,39.05,-27.98,20.38,8.29
440,louis trichardt,98,ZA,1602430323,79,-23.04,29.9,12.68,5.89
417,the valley,40,AI,1602430316,79,18.22,-63.06,31.0,5.1
85,faanui,55,PF,1602430243,79,-16.48,-151.75,25.8,8.29
435,nhulunbuy,0,AU,1602430321,78,-12.23,136.77,24.0,2.1
301,san patricio,75,US,1602430290,78,28.02,-97.52,29.44,6.7
238,anloga,40,GH,1602430277,78,5.79,0.9,28.0,5.7
348,padang,100,ID,1602430300,78,-0.95,100.35,26.17,0.79
147,salalah,0,OM,1602429906,78,17.02,54.09,27.0,2.6
387,rincon,90,US,1602429883,78,32.3,-81.24,28.0,5.1
232,anahuac,5,MX,1602430275,78,27.23,-100.15,24.0,4.6
397,veraval,47,IN,1602430311,78,20.9,70.37,28.69,6.18
183,dukat,60,RU,1602430264,78,62.55,155.55,-5.3,2.52
42,guerrero negro,4,MX,1602429827,78,27.98,-114.06,21.4,5.88
189,mulanje,100,MW,1602430266,78,-16.03,35.5,23.77,3.92
97,funadhoo,72,MV,1602430245,78,6.15,73.27,28.35,7.46
65,sidi ali,12,DZ,1602430239,78,36.1,0.42,19.63,7.04
52,kapaa,14,US,1602430235,78,22.08,-159.32,27.0,2.6
192,accra,20,GH,1602430266,78,5.56,-0.2,28.0,6.2
223,xinyu,1,CN,1602430273,77,27.8,114.93,18.74,1.34
116,toba,20,JP,1602430249,77,34.48,136.85,21.0,0.5
270,praia da vitoria,75,PT,1602430283,77,38.73,-27.07,21.0,7.0
95,brigantine,90,US,1602430244,77,39.41,-74.36,21.11,3.1
128,kavaratti,93,IN,1602430252,77,10.57,72.64,27.94,8.13
293,platteville,75,US,1602430162,77,42.73,-90.48,15.0,4.6
363,pisco,0,PE,1602430303,77,-13.7,-76.22,19.0,3.6
4,geraldton,90,AU,1602430224,77,-28.77,114.6,18.0,7.7
345,pangnirtung,60,CA,1602430300,77,66.15,-65.71,2.81,1.1
108,upernavik,100,GL,1602430247,77,72.79,-56.15,2.79,2.62
19,lianran,97,CN,1602430227,77,24.92,102.48,17.78,1.0
166,akyab,1,MM,1602429871,76,20.15,92.9,28.96,1.33
307,hambantota,100,LK,1602430291,76,6.12,81.12,27.0,8.0
385,husavik,75,IS,1602430308,76,66.04,-17.34,9.0,3.6
268,thinadhoo,65,MV,1602430283,76,0.53,72.93,28.05,4.5
17,kodiak,1,US,1602430227,76,57.79,-152.41,0.0,2.6
288,yakymivka,19,UA,1602430287,76,46.69,35.15,18.33,2.89
146,jamestown,1,US,1602430256,76,42.1,-79.24,15.0,3.6
191,dubbo,15,AU,1602430266,76,-32.25,148.62,10.0,4.6
331,kopavogur,90,IS,1602430296,76,64.11,-21.91,9.0,3.6
133,komsomolskiy,0,UZ,1602429877,76,40.43,71.72,11.0,0.24
299,merrill,90,US,1602430220,76,45.18,-89.68,10.0,4.6
402,ternate,100,ID,1602430312,76,0.8,127.4,27.33,2.46
452,tateyama,71,JP,1602430326,76,34.98,139.87,20.56,2.24
162,flin flon,40,CA,1602430260,76,54.77,-101.86,9.0,3.6
364,nuuk,90,GL,1602430303,75,64.18,-51.72,5.0,11.3
173,kudahuvadhoo,99,MV,1602430262,75,2.67,72.89,28.49,6.63
222,yavaros,0,MX,1602430273,75,26.7,-109.52,29.44,3.58
444,yatou,21,CN,1602430324,75,37.15,122.38,15.32,2.17
69,butaritari,4,KI,1602430239,75,3.07,172.79,27.13,6.37
77,dinguiraye,76,GN,1602430241,75,11.3,-10.72,27.8,2.69
411,sibiti,93,CG,1602430314,75,-3.68,13.35,25.35,1.93
82,sioux lookout,90,CA,1602430242,75,50.1,-91.92,7.0,6.7
61,sao filipe,6,CV,1602430238,75,14.9,-24.5,27.03,3.97
276,eyl,31,SO,1602430285,74,7.98,49.82,27.2,5.33
386,bandarbeyla,0,SO,1602430308,74,9.49,50.81,26.48,2.69
36,severo-kurilsk,8,RU,1602430232,74,50.68,156.12,6.58,3.33
366,bonthe,63,SL,1602430304,74,7.53,-12.51,28.57,4.28
75,tuktoyaktuk,90,CA,1602430240,74,69.45,-133.04,-1.0,9.3
83,sapa,85,PH,1602430242,74,5.15,120.32,28.2,1.79
334,miramar,40,US,1602430297,74,25.99,-80.23,31.67,4.6
469,great bend,1,US,1602430331,73,38.36,-98.76,23.33,12.3
321,gondanglegi,25,ID,1602430294,73,-7.75,112.01,26.05,5.4
239,ribeira grande,40,PT,1602430277,73,38.52,-28.7,23.0,5.7
203,tautira,20,PF,1602429893,73,-17.73,-149.15,24.0,2.1
235,naze,6,JP,1602430276,73,28.37,129.48,25.0,3.6
139,coahuayana,75,MX,1602430255,73,18.73,-103.68,24.0,0.21
87,le port,75,RE,1602430243,73,-20.94,55.29,24.0,5.1
112,atuona,24,PF,1602430248,72,-9.8,-139.03,25.7,10.95
394,owatonna,40,US,1602430310,71,44.08,-93.23,13.89,9.8
163,raudeberg,40,NO,1602430260,71,61.99,5.14,11.0,6.7
413,richards bay,100,ZA,1602430315,71,-28.78,32.04,16.96,3.15
241,jalingo,27,NG,1602430277,71,8.88,11.37,29.3,1.86
137,cervignano del friuli,100,IT,1602430254,71,45.82,13.34,11.0,6.2
326,mandalgovi,19,MN,1602429894,71,45.76,106.27,-1.84,2.84
350,tomatlan,36,MX,1602430301,70,19.93,-105.25,29.45,0.88
242,belize,100,BZ,1602430277,70,17.25,-88.75,30.0,0.89
9,kruisfontein,51,ZA,1602430226,70,-34.0,24.73,15.0,1.34
200,ailigandi,99,PA,1602430268,70,9.23,-78.02,29.86,4.02
266,shumikha,82,RU,1602430283,70,55.23,63.3,8.49,4.84
453,bathsheba,20,BB,1602430326,70,13.22,-59.52,30.0,8.2
275,cumana,5,VE,1602430284,70,10.46,-64.18,31.0,6.2
424,cacheu,75,GW,1602430318,70,12.27,-16.17,32.0,2.1
380,bodden town,20,KY,1602430306,70,19.28,-81.25,31.0,3.1
430,riohacha,45,CO,1602430319,70,11.54,-72.91,30.39,6.09
427,marquette,64,US,1602430319,70,46.53,-87.63,10.0,1.79
358,mopti,40,ML,1602430302,69,14.67,-4.0,26.0,12.9
353,mogadishu,20,SO,1602430301,69,2.04,45.34,28.0,4.6
257,sur,8,OM,1602429849,69,22.57,59.53,27.76,3.39
324,chapais,90,CA,1602430295,69,49.78,-74.85,1.0,3.1
206,kahului,1,US,1602430270,69,20.89,-156.47,23.89,3.71
311,morondava,35,MG,1602429854,69,-20.28,44.28,25.83,8.53
420,ozernovskiy,14,RU,1602430317,69,51.5,156.52,6.09,2.89
263,los llanos de aridane,75,ES,1602430282,69,28.66,-17.92,25.0,6.2
280,margate,90,GB,1602430285,69,51.38,1.39,13.89,0.89
461,tallahassee,20,US,1602430328,69,30.44,-84.28,27.78,4.6
30,busselton,0,AU,1602430010,68,-33.65,115.33,11.11,3.26
320,torbay,90,CA,1602430294,68,47.67,-52.73,18.33,15.4
186,kindu,71,CD,1602430265,68,-2.95,25.95,27.31,1.15
182,barrow,90,US,1602429982,68,71.29,-156.79,-4.0,7.7
450,khudumelapye,36,BW,1602430325,68,-23.88,24.75,20.68,6.37
0,ushuaia,72,AR,1602430223,68,-54.8,-68.3,8.91,3.46
141,elko,27,US,1602430179,68,41.0,-115.5,6.67,2.68
227,longyearbyen,75,SJ,1602430274,68,78.22,15.64,-4.0,1.0
129,port elizabeth,75,ZA,1602430252,67,-33.92,25.57,15.0,4.6
451,berea,75,US,1602430258,67,41.37,-81.85,17.78,2.6
365,kantemirovka,92,RU,1602430304,67,49.71,39.86,14.29,5.39
388,paita,40,PE,1602430308,67,-5.09,-81.11,22.34,5.04
325,ulaanbaatar,6,MN,1602430295,67,47.91,106.88,-7.0,1.0
127,effium,75,NG,1602430252,66,6.63,8.06,30.0,3.1
459,baker city,1,US,1602430328,66,44.77,-117.83,5.0,1.5
66,road town,40,VG,1602430152,66,18.42,-64.62,31.0,3.6
88,sal rei,40,CV,1602430243,66,16.18,-22.92,29.0,8.2
349,christchurch,13,NZ,1602429834,66,-43.53,172.63,13.89,1.5
258,corralillo,8,CU,1602430282,66,22.98,-80.59,30.17,1.25
395,jumla,0,NP,1602430310,65,29.27,82.18,12.86,1.26
27,cidreira,0,BR,1602430229,65,-30.18,-50.21,19.37,8.14
415,forbes,81,AU,1602430315,65,-33.38,148.02,13.33,1.81
5,puerto ayora,20,EC,1602430225,65,-0.74,-90.35,25.0,6.2
124,nortelandia,95,BR,1602430251,65,-14.45,-56.8,26.38,2.78
340,kroonstad,64,ZA,1602430189,65,-27.65,27.23,17.06,5.18
120,lasa,90,IT,1602430250,64,46.62,10.7,11.11,4.1
248,rabat,3,MA,1602430279,64,33.99,-6.84,27.22,2.6
434,constantine,75,DZ,1602430321,63,36.37,6.61,18.0,9.3
372,nantucket,20,US,1602430026,63,41.28,-70.1,17.0,8.7
63,brewster,75,US,1602430238,63,41.4,-73.62,16.11,4.1
412,port augusta,42,AU,1602430315,63,-32.5,137.77,16.0,3.6
177,bethel,75,US,1602430263,63,41.37,-73.41,16.11,4.1
104,college,20,US,1602430246,63,64.86,-147.8,-2.0,4.6
195,rocha,44,UY,1602429986,63,-34.48,-54.33,17.98,5.61
302,semirom,0,IR,1602430290,62,31.42,51.57,3.85,2.14
158,mitsamiouli,40,KM,1602430259,62,-11.38,43.28,30.0,6.2
29,lunsar,98,SL,1602430230,62,8.68,-12.53,30.69,1.3
445,vila do maio,20,CV,1602430324,62,15.13,-23.22,30.0,8.7
418,oboyan,75,RU,1602430317,62,51.21,36.28,15.0,6.0
433,san carlos,0,VE,1602430320,62,9.66,-68.58,30.57,1.97
436,khalkhal,50,IR,1602430321,62,37.62,48.53,9.64,0.48
328,kremenki,75,RU,1602430296,62,54.88,37.13,12.0,3.0
290,lanigan,86,CA,1602430288,62,51.85,-105.03,11.84,7.55
185,merzig,75,DE,1602430264,61,49.45,6.63,12.22,3.1
457,el tigre,34,VE,1602430327,61,8.89,-64.25,30.25,3.99
215,uetendorf,75,CH,1602430271,61,46.77,7.57,10.0,1.0
230,misratah,0,LY,1602430275,61,32.38,15.09,26.57,10.41
304,tias,20,ES,1602430291,61,28.96,-13.64,28.0,6.7
392,coihaique,75,CL,1602430310,61,-45.58,-72.07,9.0,3.6
448,tirat karmel,20,IL,1602430026,61,32.76,34.97,27.0,5.1
33,port alfred,60,ZA,1602430231,60,-33.59,26.89,14.95,3.91
475,camacha,75,PT,1602430333,60,33.08,-16.33,23.0,6.7
71,ferme-neuve,0,CA,1602430240,60,46.7,-75.45,6.39,2.66
74,hilo,1,US,1602429984,60,19.73,-155.09,21.11,2.6
342,sucua,20,EC,1602430299,60,-2.47,-78.17,24.0,1.0
376,lucapa,98,AO,1602430306,59,-8.42,20.74,26.47,2.25
438,yola,20,NG,1602430322,59,9.2,12.48,33.0,5.1
57,yandyki,0,RU,1602430237,59,45.77,47.13,13.99,7.88
256,yumen,12,CN,1602430281,59,40.28,97.2,4.24,2.87
14,east london,20,ZA,1602430227,59,-33.02,27.91,16.0,3.1
441,campoverde,20,PE,1602430323,59,-8.48,-74.81,32.0,3.6
291,ancud,0,CL,1602430288,58,-41.87,-73.82,12.0,2.1
111,port lincoln,100,AU,1602430248,58,-34.73,135.87,18.41,5.93
367,mana,1,GF,1602430304,58,5.66,-53.78,31.24,4.58
471,touros,40,BR,1602430332,58,-5.2,-35.46,30.0,5.1
437,bay city,1,US,1602430322,58,43.59,-83.89,13.33,5.7
405,lahij,17,YE,1602430313,58,13.17,44.58,26.66,2.87
72,moyale,37,KE,1602430240,58,3.52,39.06,24.6,1.83
456,taltal,21,CL,1602430327,58,-25.4,-70.48,16.91,1.9
312,caucaia,40,BR,1602430292,58,-3.74,-38.65,31.0,5.7
425,ratholo,47,BW,1602430318,58,-22.72,27.57,20.68,8.08
151,ivanteyevka,75,RU,1602430257,57,55.97,37.92,12.78,5.0
125,manono,99,CD,1602430251,57,-7.3,27.42,28.38,1.38
105,vila velha,75,BR,1602430247,57,-20.33,-40.29,25.0,7.2
47,jiuquan,19,CN,1602430234,57,39.74,98.52,4.9,1.46
6,lebu,0,CL,1602430225,57,-37.62,-73.65,13.34,9.46
449,damnagar,9,IN,1602430325,57,21.7,71.52,29.03,2.14
84,ponta do sol,40,PT,1602430243,57,32.67,-17.1,24.0,7.2
114,guozhen,100,CN,1602430248,57,34.37,107.36,14.45,1.75
439,tukrah,98,LY,1602430323,56,32.53,20.58,23.05,2.65
378,sao joao da barra,90,BR,1602430306,56,-21.64,-41.05,23.0,5.1
119,castro,3,BR,1602430060,56,-24.79,-50.01,20.42,3.0
113,ponta delgada,40,PT,1602430248,56,37.73,-25.67,22.0,4.6
362,kropotkin,57,RU,1602430303,56,45.44,40.58,18.78,3.09
216,esik,40,KZ,1602429999,56,43.36,77.45,6.0,2.0
132,karratha,0,AU,1602430253,56,-20.74,116.85,23.99,5.86
323,wundanyi,0,KE,1602430295,55,-3.4,38.36,21.92,6.39
443,kushmurun,63,KZ,1602430324,55,52.45,64.63,9.84,3.15
193,pitimbu,40,BR,1602430267,55,-7.47,-34.81,30.0,4.6
287,changli,53,CN,1602430287,55,39.7,119.15,12.22,0.45
58,albany,36,US,1602429985,55,42.6,-73.97,12.22,3.45
255,alma,75,CA,1602430199,55,48.55,-71.65,4.0,6.7
346,liverpool,40,GB,1602430203,54,53.41,-2.98,15.0,5.7
24,punta arenas,32,CL,1602430229,54,-53.15,-70.92,12.0,21.6
210,viljoenskroon,85,ZA,1602430270,54,-27.21,26.95,19.37,1.49
384,vila,0,PT,1602430308,53,42.03,-8.16,17.22,6.71
